supplier_name,industry
浙江海圣医疗器械股份有限公司,医疗器械
仁和药业股份有限公司,医药与原料药制造
浙江恒达新材料股份有限公司,包装、纸制品与印刷材料
佛山市国星光电股份有限公司,电子元器件
南京三超新材料股份有限公司,半导体
南通大地电气股份有限公司,汽车零部件
东方电气股份有限公司,机械设备
安科瑞电气股份有限公司,仪器仪表与传感器
华帝股份有限公司,电气设备
四川长虹新能源科技股份有限公司,光伏、储能与新能源设备
北京利尔高温材料股份有限公司,金属与基础材料
内蒙古金煤化工科技股份有限公司,化工与新材料
安徽国风新材料股份有限公司,橡胶与塑料制品
扬州金泉旅游用品股份有限公司,纺织与工业用布
深圳北芯生命科技股份有限公司,医疗器械
伊犁川宁生物技术股份有限公司,医药与原料药制造
浙江景兴纸业股份有限公司,包装、纸制品与印刷材料
佛山纬达光电材料股份有限公司,电子元器件
南京冠石科技股份有限公司,半导体
厦门日上集团股份有限公司,汽车零部件
东杰智能科技集团股份有限公司,机械设备
常州同惠电子股份有限公司,仪器仪表与传感器
华明电力装备股份有限公司,电气设备
固德威技术股份有限公司,光伏、储能与新能源设备
北京金隅集团股份有限公司,金属与基础材料
农心作物科技股份有限公司,化工与新材料
安徽安利材料科技股份有限公司,橡胶与塑料制品
报喜鸟控股股份有限公司,纺织与工业用布
深圳市三利谱光电科技股份有限公司,医疗器械
健康元药业集团股份有限公司,医药与原料药制造
浙江聚力文化发展股份有限公司,包装、纸制品与印刷材料
佳禾智能科技股份有限公司,电子元器件
南京国博电子股份有限公司,半导体
厦门金龙汽车集团股份有限公司,汽车零部件
东莞市凯格精机股份有限公司,机械设备
常州电站辅机股份有限公司,仪器仪表与传感器
华瑞电器股份有限公司,电气设备
国光电器股份有限公司,光伏、储能与新能源设备
北京钢研高纳科技股份有限公司,金属与基础材料
利华益维远化学股份有限公司,化工与新材料
富岭科技股份有限公司,橡胶与塑料制品
探路者控股集团股份有限公司,纺织与工业用布
深圳市理邦精密仪器股份有限公司,医疗器械
兄弟科技股份有限公司,医药与原料药制造
浙江荣晟环保纸业股份有限公司,包装、纸制品与印刷材料
信音电子(中国)股份有限公司,电子元器件
博通集成电路(上海)股份有限公司,半导体
双林股份有限公司,汽车零部件
东莞怡合达自动化股份有限公司,机械设备
广东奥普特科技股份有限公司,仪器仪表与传感器
华自科技股份有限公司,电气设备
国晟世安科技股份有限公司,光伏、储能与新能源设备
北京韩建河山管业股份有限公司,金属与基础材料
利尔化学股份有限公司,化工与新材料
山东东宏管业股份有限公司,橡胶与塑料制品
摩登大道时尚集团股份有限公司,纺织与工业用布
深圳市美好创亿医疗科技股份有限公司,医疗器械
兰州佛慈制药股份有限公司,医药与原料药制造
深圳劲嘉集团股份有限公司,包装、纸制品与印刷材料
光智科技股份有限公司,电子元器件
厦门乾照光电股份有限公司,半导体
合兴汽车电子股份有限公司,汽车零部件
中信重工机械股份有限公司,机械设备
广东奥迪威传感科技股份有限公司,仪器仪表与传感器
南京全信传输科技股份有限公司,电气设备
国轩高科股份有限公司,光伏、储能与新能源设备
北京首钢股份有限公司,金属与基础材料
利民控股集团股份有限公司,化工与新材料
山东同大海岛新材料股份有限公司,橡胶与塑料制品
新乡化纤股份有限公司,纺织与工业用布
深圳惠泰医疗器械股份有限公司,医疗器械
内蒙古大唐药业股份有限公司,医药与原料药制造
深圳市柏星龙创意包装股份有限公司,包装、纸制品与印刷材料
共达电声股份有限公司,电子元器件
厦门优迅芯片股份有限公司,半导体
合肥常青机械股份有限公司,汽车零部件
中兵红箭股份有限公司,机械设备
广东海川智能机器股份有限公司,仪器仪表与传感器
南昌三瑞智能科技股份有限公司,电气设备
多氟多新材料股份有限公司,光伏、储能与新能源设备
北新集团建材股份有限公司,金属与基础材料
北京万邦达新材料集团股份有限公司,化工与新材料
山东悦龙橡塑科技股份有限公司,橡胶与塑料制品
新凤鸣集团股份有限公司,纺织与工业用布
深圳普门科技股份有限公司,医疗器械
凯莱英医药集团(天津)股份有限公司,医药与原料药制造
深圳市裕同包装科技股份有限公司,包装、纸制品与印刷材料
冠捷电子科技股份有限公司,电子元器件
厦门光莆电子股份有限公司,半导体
合肥汇通控股股份有限公司,汽车零部件
中创智领(郑州)工业技术集团股份有限公司,机械设备
广东雅达电子股份有限公司,仪器仪表与传感器
厦门灿坤实业股份有限公司,电气设备
大连华锐重工集团股份有限公司,光伏、储能与新能源设备
北方铜业股份有限公司,金属与基础材料
北京海新能源科技股份有限公司,化工与新材料
山东玲珑轮胎股份有限公司,橡胶与塑料制品
旷达科技集团股份有限公司,纺织与工业用布
深圳迈瑞生物医疗电子股份有限公司,医疗器械
前沿生物药业(南京)股份有限公司,医药与原料药制造
牡丹江恒丰纸业股份有限公司,包装、纸制品与印刷材料
凌云光技术股份有限公司,电子元器件
合肥新汇成微电子股份有限公司,半导体
哈尔滨东安汽车动力股份有限公司,汽车零部件
中化装备科技(青岛)股份有限公司,机械设备
广州多浦乐电子科技股份有限公司,仪器仪表与传感器
合肥雪祺电气股份有限公司,电气设备
天力锂能集团股份有限公司,光伏、储能与新能源设备
华新建材集团股份有限公司,金属与基础材料
北京键凯科技股份有限公司,化工与新材料
山东道恩高分子材料股份有限公司,橡胶与塑料制品
朗姿股份有限公司,纺织与工业用布
爱博诺德(北京)医疗科技股份有限公司,医疗器械
包头东宝生物技术股份有限公司,医药与原料药制造
福建南王环保科技股份有限公司,包装、纸制品与印刷材料
凯盛科技股份有限公司,电子元器件
合肥晶合集成电路股份有限公司,半导体
四川成飞集成科技股份有限公司,汽车零部件
中国中车股份有限公司,机械设备
广州禾信仪器股份有限公司,仪器仪表与传感器
合肥高科科技股份有限公司,电气设备
天合光能股份有限公司,光伏、储能与新能源设备
华新绿源资源科技股份有限公司,金属与基础材料
北京颖泰嘉和生物科技股份有限公司,化工与新材料
常州天晟新材料集团股份有限公司,橡胶与塑料制品
杭州万事利丝绸文化股份有限公司,纺织与工业用布
苏州天华新能源科技股份有限公司,医疗器械
北京万泰生物药业股份有限公司,医药与原料药制造
福建省青山纸业股份有限公司,包装、纸制品与印刷材料
创维数字股份有限公司,电子元器件
合肥颀中科技股份有限公司,半导体
固德电材系统(苏州)股份有限公司,汽车零部件
中国电器科学研究院股份有限公司,机械设备
广西东方智造科技股份有限公司,仪器仪表与传感器
哈尔滨电气集团佳木斯电机股份有限公司,电气设备
天奇自动化工程股份有限公司,光伏、储能与新能源设备
南京寒锐钴业股份有限公司,金属与基础材料
北京高盟新材料股份有限公司,化工与新材料
常州朗博密封科技股份有限公司,橡胶与塑料制品
杭州福恩股份有限公司,纺织与工业用布
苏州爱得科技发展股份有限公司,医疗器械
北京三元基因药业股份有限公司,医药与原料药制造
美盈森集团股份有限公司,包装、纸制品与印刷材料
利亚德光电股份有限公司,电子元器件
吉林华微电子股份有限公司,半导体
大明电子股份有限公司,汽车零部件
中国科学院沈阳科学仪器股份有限公司,机械设备
思看科技(杭州)股份有限公司,仪器仪表与传感器
大连电瓷集团股份有限公司,电气设备
天洋新材(上海)科技股份有限公司,光伏、储能与新能源设备
南京钢铁股份有限公司,金属与基础材料
北方化学工业股份有限公司,化工与新材料
广东太力科技集团股份有限公司,橡胶与塑料制品
杭州诺邦无纺股份有限公司,纺织与工业用布
苏州纳微科技股份有限公司,医疗器械
北京中关村科技发展(控股)股份有限公司,医药与原料药制造
苏州江天包装科技股份有限公司,包装、纸制品与印刷材料
包头天和磁材科技股份有限公司,电子元器件
唯捷创芯(天津)电子技术股份有限公司,半导体
大连德迈仕精密科技股份有限公司,汽车零部件
